white,byr,year,eligible,type,smplsz,var_cm,nomearn,cpi
1,51,84,0,TAXAB,183.95999,14531.4,19418.846,1.592
0,51,84,0,TAXAB,35.973,31606.27,14059.036,1.592
0,51,84,0,TAXAB,46.967003,69487.992,17109.328,1.592
1,51,84,0,ADJ,163.936,20822.643,20234.221,1.592
0,51,84,0,TAXAB,41.975998,65764.07,16113.655,1.592
0,51,84,0,ADJ,51,70021.961,16350.209,1.592
0,51,84,0,ADJ,57.970001,69574.445,17727.402,1.592
1,51,84,0,TAXAB,150.06,19013.252,21739.359,1.592
0,52,84,1,ADJ,46.989998,199760.95,17587.619,1.592
0,52,84,0,TOTAL,46.968002,88887.391,22503.383,1.592
0,51,84,1,ADJ,46.02,140120.61,17453.672,1.592
1,52,84,0,TOTAL,144.95999,21151.574,21486.373,1.592
1,52,84,0,TAXAB,207.075,13211.323,18889.516,1.592
0,51,84,0,TOTAL,59.982002,176944.8,19437.957,1.592
1,51,84,0,TOTAL,185.895,47661.895,23995.135,1.592
1,52,84,0,ADJ,190.026,15741.033,20474.361,1.592
1,51,84,0,TOTAL,166.896,28806.01,20108.73,1.592
1,51,84,1,TOTAL,172.04401,66561.641,20889.902,1.592
1,52,84,0,TOTAL,184.923,24143.652,19915.047,1.592
0,51,84,0,ADJ,64.005005,77937.164,17406.43,1.592
0,51,84,0,TAXAB,46.98,86431.961,17381.098,1.592
1,52,84,1,TAXAB,183.12,38500.813,18895.807,1.592
1,52,84,0,TAXAB,179.946,14502.023,20392.887,1.592
1,51,84,1,TAXAB,170.912,36392.738,19974.416,1.592
1,52,84,0,TAXAB,215.875,14301.386,18056.229,1.592
1,52,84,0,ADJ,197.04601,17447.639,21112.867,1.592
0,51,84,0,TOTAL,47.959999,105276.72,19035.268,1.592
1,52,84,0,ADJ,179.883,18599.506,19891.391,1.592
0,51,84,0,TAXAB,42.975998,58905.609,13048.276,1.592
0,52,84,0,ADJ,46.028999,71609.617,17331.26,1.592
0,52,84,0,ADJ,64.031998,71843.352,18732.32,1.592
0,52,84,1,TOTAL,48.024002,316645.88,18114.34,1.592
0,51,84,0,TOTAL,56.014999,67573.172,17361.896,1.592
0,52,84,1,ADJ,52.998001,154612.38,16520.713,1.592
0,51,84,0,TAXAB,54.031998,60061.805,17574.154,1.592
0,52,84,0,TAXAB,56,41474.699,16150.128,1.592
0,51,84,0,TAXAB,46.007999,54919.996,17250.908,1.592
0,52,84,0,TAXAB,45.015999,37095.246,12536.344,1.592
1,51,84,0,TOTAL,170.088,49974.039,22672.105,1.592
1,52,84,0,TOTAL,158.994,20976.426,20888.869,1.592
0,52,84,0,TAXAB,43.016003,53746.637,15549.24,1.592
0,52,84,0,TAXAB,42.978001,62602.152,16246.298,1.592
0,52,84,1,TOTAL,40.986,182061.77,18297.182,1.592
1,52,84,0,ADJ,180.92999,18488.828,22380.988,1.592
0,52,84,1,TOTAL,45.024002,202566.16,16165.178,1.592
0,52,84,0,TAXAB,46.02,64235.566,13804.732,1.592
0,52,84,0,ADJ,42.008003,71368.594,17340.43,1.592
1,52,84,0,ADJ,164.944,18702.756,20904.822,1.592
0,51,84,0,TAXAB,51.029999,65001.043,16803.486,1.592
1,52,84,0,TAXAB,158.01599,13466.522,19930.23,1.592
1,52,84,0,ADJ,187,20405.152,20078.238,1.592
1,51,84,0,TOTAL,139.92,15268.41,21575.561,1.592
1,52,84,0,ADJ,154.02,20160.395,19712.76,1.592
1,52,84,1,TOTAL,138.985,105264.63,21685.307,1.592
1,51,84,1,TAXAB,163.936,33000.793,20778.338,1.592
1,52,84,1,ADJ,187.11,52474.023,19463.516,1.592
1,52,84,1,TOTAL,200.98199,77092.422,21219.834,1.592
1,52,84,1,TAXAB,204.10201,36651.793,19384.193,1.592
1,51,84,0,TOTAL,161.056,20257.355,20393.74,1.592
0,51,84,0,ADJ,40.982002,80965.078,15345.062,1.592
0,52,84,0,TAXAB,51.004002,60391.328,18067.25,1.592
1,51,84,1,TOTAL,157.02301,51277.867,21201.59,1.592
0,51,84,0,TOTAL,35.028,104532.05,19693.219,1.592
1,52,84,0,TOTAL,228.888,47827.32,22689.543,1.592
0,52,84,1,TAXAB,38.024002,111801.91,14925.228,1.592
1,51,84,0,TAXAB,182.952,18289.66,19306.258,1.592
0,52,84,0,ADJ,40.986,42481.289,13234.159,1.592
0,51,84,1,ADJ,42.009003,198459.66,19136.555,1.592
1,51,84,1,TAXAB,191.97,29662.311,19755.689,1.592
1,52,84,0,ADJ,190.938,14982.354,19066.813,1.592
1,51,84,0,ADJ,193.936,20170.236,21002.092,1.592
0,52,84,0,TOTAL,45.014,66676.156,18506.357,1.592
0,51,84,0,ADJ,41.024002,70210.391,16875.809,1.592
1,51,84,0,TOTAL,195.104,22879.582,21893.16,1.592
0,52,84,0,ADJ,45.968002,84271.906,20216.408,1.592
0,51,84,0,TOTAL,43.014,113693.63,20001.932,1.592
0,51,84,0,ADJ,52.975998,88445.148,19204.145,1.592
0,52,84,0,ADJ,43.016003,57835.883,15746.872,1.592
1,52,84,0,TOTAL,136.06799,25504.918,20545.129,1.592
1,51,84,0,TAXAB,173.925,19214.916,19944.295,1.592
0,52,84,1,TAXAB,43.007999,137536.52,15552.962,1.592
1,51,84,1,TOTAL,176.091,61994.938,21608.355,1.592
1,51,84,0,TAXAB,171.936,16631.209,20517.789,1.592
1,51,84,0,TAXAB,180.992,16272.283,20492.572,1.592
1,52,84,0,TOTAL,162.998,20575.152,22540.82,1.592
0,51,84,0,TOTAL,38.006001,94996.539,16213.066,1.592
0,52,84,0,ADJ,37.02,41869.191,13576.175,1.592
0,52,84,1,ADJ,60.029999,214512.64,18380.791,1.592
0,51,84,0,TAXAB,51.029999,64276.652,16572.84,1.592
1,51,84,1,TAXAB,164.97101,30699.547,19690.143,1.592
1,51,84,0,ADJ,168.92499,23368.842,21762.305,1.592
0,52,84,1,TOTAL,45.010002,149616.95,16231.058,1.592
0,52,84,0,TOTAL,41.003998,130054.16,16555.541,1.592
0,52,84,0,TOTAL,41.024998,56659.16,13553.054,1.592
1,51,84,1,TOTAL,147.067,38761.816,19869.139,1.592
0,52,84,0,ADJ,46.02,64235.563,13804.732,1.592
1,51,84,1,TAXAB,183.12,35389.637,21098.1,1.592
0,52,84,0,ADJ,56,50758.828,16604.941,1.592
0,52,84,0,ADJ,52.961998,66979.781,18882.479,1.592
1,51,84,1,TOTAL,174.92799,36529.055,19473.449,1.592
1,51,84,1,ADJ,175.05499,40367.578,20983.654,1.592
0,51,84,0,TOTAL,36.010002,84357.695,16394.26,1.592
1,51,84,0,TOTAL,178.024,31642.215,24282.512,1.592
1,51,84,0,TOTAL,143.978,39688.809,25497.023,1.592
0,52,84,1,ADJ,52.972,197756.58,18979.613,1.592
0,52,84,0,ADJ,58.967999,66575.555,17878.014,1.592
1,51,84,0,TOTAL,145.04001,18426.076,22646.107,1.592
0,52,84,1,ADJ,43.007999,161562.89,15949.899,1.592
1,52,84,0,TOTAL,175.112,31011.893,22539.15,1.592
1,52,84,1,ADJ,205.067,50210.145,20985.168,1.592
0,51,84,1,TOTAL,38.012001,111382.31,14806.244,1.592
0,52,84,0,TAXAB,52.992001,66553.398,17765.715,1.592
0,52,84,1,TOTAL,44.029999,222192.94,16791.67,1.592
0,51,84,0,TOTAL,53.009003,105453.95,18184.217,1.592
0,52,84,0,ADJ,49.02,62397.871,16012.149,1.592
1,52,84,1,ADJ,205,41803.184,20077.916,1.592
1,52,84,1,ADJ,213.108,40099.824,20180.182,1.592
1,51,84,1,TOTAL,156.95999,100242.74,23625.277,1.592
1,52,84,1,TAXAB,188.082,36531.477,18834.678,1.592
1,52,84,1,TAXAB,183.983,40570.438,19192.334,1.592
0,51,84,1,TAXAB,44.987999,121045.45,16909.326,1.592
1,51,84,0,ADJ,183.95999,21117.658,20560.721,1.592
1,52,84,0,TOTAL,163.09601,20679.154,19759.215,1.592
0,52,84,0,TAXAB,35.973,39937.191,15633.538,1.592
1,51,84,0,ADJ,155.944,27162.42,24708.936,1.592
0,51,84,0,TAXAB,40.982002,70972.945,14940.604,1.592
1,51,84,0,TOTAL,147.89999,20189.887,21658.648,1.592
1,52,84,0,ADJ,160.062,18635.381,20853.445,1.592
0,52,84,0,TOTAL,40.014,40094.484,13559.354,1.592
0,52,84,0,TOTAL,54.964001,93802.828,18742.086,1.592
1,51,84,0,TAXAB,155.944,18330.104,22913.813,1.592
0,52,84,0,TOTAL,43.029999,63692.434,14498.354,1.592
0,52,84,0,TAXAB,47.996002,64151.926,18421.746,1.592
1,51,84,0,TOTAL,184.923,58150.371,23126.939,1.592
1,51,84,0,ADJ,209.87399,19951.818,19727.609,1.592
0,52,84,1,TOTAL,36.007999,118110.02,14639.518,1.592
1,51,84,0,TOTAL,166.089,38358.094,23724.715,1.592
1,51,84,0,TOTAL,154.013,32421.986,22597.02,1.592
0,52,84,0,TAXAB,44.02,46080.98,16027.483,1.592
0,52,84,0,TAXAB,42.975002,47425.754,12454.711,1.592
0,52,84,1,TAXAB,46.028999,127678.09,14676.915,1.592
1,52,84,0,TOTAL,157.09,32730.527,22125.008,1.592
1,52,84,0,TOTAL,195.976,22877.174,20427.568,1.592
1,52,84,1,TOTAL,161.903,104431.74,22029.744,1.592
0,52,84,1,ADJ,28.024002,124050.52,15291.311,1.592
0,51,84,1,TOTAL,41.975998,151763.75,17162.973,1.592
1,51,84,0,ADJ,180.992,23378.311,21781.008,1.592
0,51,84,1,TAXAB,45.968002,102201.7,19889.777,1.592
1,51,84,1,ADJ,159.964,41383.121,20389.43,1.592
0,51,84,1,ADJ,48.989998,120146.46,15120.523,1.592
1,52,84,1,TAXAB,188.944,36889.34,20368.623,1.592
1,51,84,0,TAXAB,167.91901,15930.049,19228.313,1.592
0,52,84,0,ADJ,45.024002,77848.664,17296.924,1.592
